ID,Text,Label
23123,Tu ek number ka ullu ka pattha hai.,1
23124,Tu ek number ka ullu ka pattha hai.,1
23125,"Haramkhor, tu sudhar jaa.",1
23126,Bhosdiwale chup ho ja.,1
23127,Tu to ekdum nalayak hai bhenchod.,1
23128,Kamina sala har waqt tang karta hai.,1
23129,"Madarchod, apni aukaat me reh.",1
23130,Bas kar bhosdiwale.,1
23131,Teri aukaat kya hai chutiye?,1
23132,"Haramkhor, tu sudhar jaa.",1
23133,Teri behen ki chut mein dard hai kya?,1
23134,Kutte ki tarah bhauk mat.,1
23135,Kamina sala har waqt tang karta hai.,1
23136,Tu to ekdum nalayak hai bhenchod.,1
23137,Teri behen ki chut mein dard hai kya?,1
23138,Behenchod dimag mat kharab kar.,1
23139,Teri aukaat kya hai chutiye?,1
23140,"Madarchod, apni aukaat me reh.",1
23141,Behenchod dimag mat kharab kar.,1
23142,Nikal yahan se madarchod.,1
23143,Tere jaisa chutiya maine nahi dekha.,1
23144,Tu sala harami hai.,1
23145,"Haramkhor, tu sudhar jaa.",1
23146,"Saale, tujhme tameez nahi hai.",1
23147,"Haramkhor, tu sudhar jaa.",1
23148,Tere jaise kutte se baat nahi karte.,1
23149,Bas kar bhosdiwale.,1
23150,Nikal yahan se madarchod.,1
23151,"Haramkhor, tu sudhar jaa.",1
23152,Bas kar bhosdiwale.,1
23153,"Saale, tujhme tameez nahi hai.",1
23154,Kutte ki tarah bhauk mat.,1
23155,Tere jaise log sirf gaali ke layak hain.,1
23156,Kutte ki tarah bhauk mat.,1
23157,Kamina sala har waqt tang karta hai.,1
23158,"Saale, tujhme tameez nahi hai.",1
23159,Teri maa ka bhosda.,1
23160,Teri aukaat kya hai chutiye?,1
23161,"Madarchod, apni aukaat me reh.",1
23162,Teri maa ka bhosda.,1
23163,Bas kar bhosdiwale.,1
23164,Gandu kahi ka.,1
23165,Bas kar bhosdiwale.,1
23166,Tere jaise log sirf gaali ke layak hain.,1
23167,Bas kar bhosdiwale.,1
23168,Tu to ekdum nalayak hai bhenchod.,1
23169,Tu sala harami hai.,1
23170,Tere jaise kutte se baat nahi karte.,1
23171,Tu sala harami hai.,1
23172,Tu sala harami hai.,1
23173,Nikal yahan se madarchod.,1
23174,"Saale, tujhme tameez nahi hai.",1
23175,"Madarchod, apni aukaat me reh.",1
23176,Tujhe gaali bhi dena bekaar hai.,1
23177,Bas kar bhosdiwale.,1
23178,"Madarchod, apni aukaat me reh.",1
23179,Tere jaise log sirf gaali ke layak hain.,1
23180,"Madarchod, apni aukaat me reh.",1
23181,Gandu kahi ka.,1
23182,"Madarchod, apni aukaat me reh.",1
23183,Nikal yahan se madarchod.,1
23184,"Haramkhor, tu sudhar jaa.",1
23185,Tujhe gaali bhi dena bekaar hai.,1
23186,Tu sala harami hai.,1
23187,Tu sala harami hai.,1
23188,Gandu kahi ka.,1
23189,Gandu kahi ka.,1
23190,Tere jaisa chutiya maine nahi dekha.,1
23191,Nikal yahan se madarchod.,1
23192,Nikal yahan se madarchod.,1
23193,Kamina sala har waqt tang karta hai.,1
23194,Kamina sala har waqt tang karta hai.,1
23195,Bas kar bhosdiwale.,1
23196,Tere jaisa chutiya maine nahi dekha.,1
23197,"Haramkhor, tu sudhar jaa.",1
23198,"Haramkhor, tu sudhar jaa.",1
23199,Kutte ki tarah bhauk mat.,1
23200,Bas kar bhosdiwale.,1
23201,Teri aukaat kya hai chutiye?,1
23202,Tu ek number ka ullu ka pattha hai.,1
23203,Tere jaise kutte se baat nahi karte.,1
23204,Teri behen ki chut mein dard hai kya?,1
23205,"Saale, tujhme tameez nahi hai.",1
23206,Nikal yahan se madarchod.,1
23207,Tere jaise log sirf gaali ke layak hain.,1
23208,Nikal yahan se madarchod.,1
23209,Bas kar bhosdiwale.,1
23210,Teri aukaat kya hai chutiye?,1
23211,"Madarchod, apni aukaat me reh.",1
23212,Tu ek number ka ullu ka pattha hai.,1
23213,Behenchod dimag mat kharab kar.,1
23214,Tere jaise log sirf gaali ke layak hain.,1
23215,Tere jaisa chutiya maine nahi dekha.,1
23216,Teri behen ki chut mein dard hai kya?,1
23217,Tere jaise kutte se baat nahi karte.,1
23218,Tere jaise log sirf gaali ke layak hain.,1
23219,Teri maa ka bhosda.,1
23220,Gandu kahi ka.,1
23221,Tu to ekdum nalayak hai bhenchod.,1
23222,Teri aukaat kya hai chutiye?,1
23223,Nikal yahan se madarchod.,1
23224,Tujhe gaali bhi dena bekaar hai.,1
23225,Tu ek number ka ullu ka pattha hai.,1
23226,Behenchod dimag mat kharab kar.,1
23227,Tu to ekdum nalayak hai bhenchod.,1
23228,Tu sala harami hai.,1
23229,Kutte ki tarah bhauk mat.,1
23230,Tere jaisa chutiya maine nahi dekha.,1
23231,Kutte ki tarah bhauk mat.,1
23232,Tu sala harami hai.,1
23233,Tu to ekdum nalayak hai bhenchod.,1
23234,Teri behen ki chut mein dard hai kya?,1
23235,"Haramkhor, tu sudhar jaa.",1
23236,Tu ek number ka ullu ka pattha hai.,1
23237,"Haramkhor, tu sudhar jaa.",1
23238,Tujhe gaali bhi dena bekaar hai.,1
23239,Nikal yahan se madarchod.,1
23240,Gandu kahi ka.,1
23241,Tu ek number ka ullu ka pattha hai.,1
23242,Teri behen ki chut mein dard hai kya?,1
23243,Bhosdiwale chup ho ja.,1
23244,"Saale, tujhme tameez nahi hai.",1
23245,Behenchod dimag mat kharab kar.,1
23246,Tere jaisa chutiya maine nahi dekha.,1
23247,Tu sala harami hai.,1
23248,Teri maa ka bhosda.,1
23249,Tere jaise kutte se baat nahi karte.,1
23250,"Madarchod, apni aukaat me reh.",1
23251,Tu ek number ka ullu ka pattha hai.,1
23252,Gandu kahi ka.,1
23253,Bas kar bhosdiwale.,1
23254,Teri behen ki chut mein dard hai kya?,1
23255,"Madarchod, apni aukaat me reh.",1
23256,Bhosdiwale chup ho ja.,1
23257,Bhosdiwale chup ho ja.,1
23258,Tere jaise kutte se baat nahi karte.,1
23259,"Saale, tujhme tameez nahi hai.",1
23260,Tere jaise kutte se baat nahi karte.,1
23261,Behenchod dimag mat kharab kar.,1
23262,Kutte ki tarah bhauk mat.,1
23263,Tu ek number ka ullu ka pattha hai.,1
23264,Kutte ki tarah bhauk mat.,1
23265,"Haramkhor, tu sudhar jaa.",1
23266,Tu to ekdum nalayak hai bhenchod.,1
23267,Teri maa ka bhosda.,1
23268,Tujhe gaali bhi dena bekaar hai.,1
23269,Tu ek number ka ullu ka pattha hai.,1
23270,Bhosdiwale chup ho ja.,1
23271,Bhosdiwale chup ho ja.,1
23272,Kutte ki tarah bhauk mat.,1
23273,Teri aukaat kya hai chutiye?,1
23274,"Haramkhor, tu sudhar jaa.",1
23275,Tere jaise log sirf gaali ke layak hain.,1
23276,Teri aukaat kya hai chutiye?,1
23277,Tujhe gaali bhi dena bekaar hai.,1
23278,Tere jaise log sirf gaali ke layak hain.,1
23279,Tere jaisa chutiya maine nahi dekha.,1
23280,Tu to ekdum nalayak hai bhenchod.,1
23281,"Haramkhor, tu sudhar jaa.",1
23282,Bhosdiwale chup ho ja.,1
23283,"Haramkhor, tu sudhar jaa.",1
23284,Teri aukaat kya hai chutiye?,1
23285,Tu sala harami hai.,1
23286,Nikal yahan se madarchod.,1
23287,Tere jaisa chutiya maine nahi dekha.,1
23288,Behenchod dimag mat kharab kar.,1
23289,Teri maa ka bhosda.,1
23290,Teri behen ki chut mein dard hai kya?,1
23291,Tu ek number ka ullu ka pattha hai.,1
23292,Tere jaisa chutiya maine nahi dekha.,1
23293,"Saale, tujhme tameez nahi hai.",1
23294,Tere jaise log sirf gaali ke layak hain.,1
23295,"Haramkhor, tu sudhar jaa.",1
23296,Tujhe gaali bhi dena bekaar hai.,1
23297,Tu sala harami hai.,1
23298,Tu ek number ka ullu ka pattha hai.,1
23299,Tere jaisa chutiya maine nahi dekha.,1
23300,"Saale, tujhme tameez nahi hai.",1
23301,Tu sala harami hai.,1
23302,Teri behen ki chut mein dard hai kya?,1
23303,Nikal yahan se madarchod.,1
23304,Tu to ekdum nalayak hai bhenchod.,1
23305,Teri maa ka bhosda.,1
23306,Nikal yahan se madarchod.,1
23307,Bas kar bhosdiwale.,1
23308,Bas kar bhosdiwale.,1
23309,Tere jaisa chutiya maine nahi dekha.,1
23310,Tu ek number ka ullu ka pattha hai.,1
23311,Teri aukaat kya hai chutiye?,1
23312,Bhosdiwale chup ho ja.,1
23313,Kutte ki tarah bhauk mat.,1
23314,Teri maa ka bhosda.,1
23315,Bhosdiwale chup ho ja.,1
23316,Teri aukaat kya hai chutiye?,1
23317,Kamina sala har waqt tang karta hai.,1
23318,Tu sala harami hai.,1
23319,Tu to ekdum nalayak hai bhenchod.,1
23320,Teri maa ka bhosda.,1
23321,Gandu kahi ka.,1
23322,Tere jaise kutte se baat nahi karte.,1
23323,Teri behen ki chut mein dard hai kya?,1
23324,Gandu kahi ka.,1
23325,Tu sala harami hai.,1
23326,Tu sala harami hai.,1
23327,Gandu kahi ka.,1
23328,Kamina sala har waqt tang karta hai.,1
23329,Kamina sala har waqt tang karta hai.,1
23330,Teri maa ka bhosda.,1
23331,Kamina sala har waqt tang karta hai.,1
23332,Teri aukaat kya hai chutiye?,1
23333,Tu ek number ka ullu ka pattha hai.,1
23334,Behenchod dimag mat kharab kar.,1
23335,Tu ek number ka ullu ka pattha hai.,1
23336,Tu ek number ka ullu ka pattha hai.,1
23337,Kamina sala har waqt tang karta hai.,1
23338,Bas kar bhosdiwale.,1
23339,"Madarchod, apni aukaat me reh.",1
23340,Tere jaise kutte se baat nahi karte.,1
23341,"Madarchod, apni aukaat me reh.",1
23342,Tu ek number ka ullu ka pattha hai.,1
23343,Kamina sala har waqt tang karta hai.,1
23344,Kamina sala har waqt tang karta hai.,1
23345,Tu ek number ka ullu ka pattha hai.,1
23346,Tu to ekdum nalayak hai bhenchod.,1
23347,"Haramkhor, tu sudhar jaa.",1
23348,Teri maa ka bhosda.,1
23349,"Saale, tujhme tameez nahi hai.",1
23350,Kutte ki tarah bhauk mat.,1
23351,Tere jaise kutte se baat nahi karte.,1
23352,Behenchod dimag mat kharab kar.,1
23353,Tu sala harami hai.,1
23354,"Madarchod, apni aukaat me reh.",1
23355,Nikal yahan se madarchod.,1
23356,Kutte ki tarah bhauk mat.,1
23357,Teri behen ki chut mein dard hai kya?,1
23358,Gandu kahi ka.,1
23359,Kamina sala har waqt tang karta hai.,1
23360,Tujhe gaali bhi dena bekaar hai.,1
23361,Teri aukaat kya hai chutiye?,1
23362,Tujhe gaali bhi dena bekaar hai.,1
23363,Kutte ki tarah bhauk mat.,1
23364,"Haramkhor, tu sudhar jaa.",1
23365,"Madarchod, apni aukaat me reh.",1
23366,"Madarchod, apni aukaat me reh.",1
23367,Tujhe gaali bhi dena bekaar hai.,1
23368,Tere jaise kutte se baat nahi karte.,1
23369,"Saale, tujhme tameez nahi hai.",1
23370,"Madarchod, apni aukaat me reh.",1
23371,Tujhe gaali bhi dena bekaar hai.,1
23372,"Madarchod, apni aukaat me reh.",1
23373,"Saale, tujhme tameez nahi hai.",1
23374,Bhosdiwale chup ho ja.,1
23375,Gandu kahi ka.,1
23376,Tu sala harami hai.,1
23377,Teri maa ka bhosda.,1
23378,Kamina sala har waqt tang karta hai.,1
23379,Kutte ki tarah bhauk mat.,1
23380,Teri behen ki chut mein dard hai kya?,1
23381,Teri aukaat kya hai chutiye?,1
23382,Bhosdiwale chup ho ja.,1
23383,"Madarchod, apni aukaat me reh.",1
23384,Gandu kahi ka.,1
23385,Tujhe gaali bhi dena bekaar hai.,1
23386,Bhosdiwale chup ho ja.,1
23387,Tu ek number ka ullu ka pattha hai.,1
23388,Tu to ekdum nalayak hai bhenchod.,1
23389,Kamina sala har waqt tang karta hai.,1
23390,Gandu kahi ka.,1
23391,Kutte ki tarah bhauk mat.,1
23392,"Saale, tujhme tameez nahi hai.",1
23393,Tere jaise kutte se baat nahi karte.,1
23394,Tu sala harami hai.,1
23395,Kutte ki tarah bhauk mat.,1
23396,Gandu kahi ka.,1
23397,Tere jaisa chutiya maine nahi dekha.,1
23398,"Haramkhor, tu sudhar jaa.",1
23399,Teri aukaat kya hai chutiye?,1
23400,Kutte ki tarah bhauk mat.,1
23401,Nikal yahan se madarchod.,1
23402,Tere jaise kutte se baat nahi karte.,1
23403,"Madarchod, apni aukaat me reh.",1
23404,Tere jaisa chutiya maine nahi dekha.,1
23405,Behenchod dimag mat kharab kar.,1
23406,Tujhe gaali bhi dena bekaar hai.,1
23407,Nikal yahan se madarchod.,1
23408,Kamina sala har waqt tang karta hai.,1
23409,"Madarchod, apni aukaat me reh.",1
23410,Tu ek number ka ullu ka pattha hai.,1
23411,Nikal yahan se madarchod.,1
23412,Bas kar bhosdiwale.,1
23413,Bas kar bhosdiwale.,1
23414,Tu to ekdum nalayak hai bhenchod.,1
23415,Bhosdiwale chup ho ja.,1
23416,Teri aukaat kya hai chutiye?,1
23417,Nikal yahan se madarchod.,1
23418,Kutte ki tarah bhauk mat.,1
23419,Bhosdiwale chup ho ja.,1
23420,"Haramkhor, tu sudhar jaa.",1
23421,Nikal yahan se madarchod.,1
23422,Teri aukaat kya hai chutiye?,1
23423,Tu ek number ka ullu ka pattha hai.,1
23424,"Saale, tujhme tameez nahi hai.",1
23425,Gandu kahi ka.,1
23426,Tujhe gaali bhi dena bekaar hai.,1
23427,Tere jaise kutte se baat nahi karte.,1
23428,Tu ek number ka ullu ka pattha hai.,1
23429,Nikal yahan se madarchod.,1
23430,"Saale, tujhme tameez nahi hai.",1
23431,Teri aukaat kya hai chutiye?,1
23432,Tere jaisa chutiya maine nahi dekha.,1
23433,Teri behen ki chut mein dard hai kya?,1
23434,Tu ek number ka ullu ka pattha hai.,1
23435,Behenchod dimag mat kharab kar.,1
23436,Tere jaise kutte se baat nahi karte.,1
23437,"Madarchod, apni aukaat me reh.",1
23438,Nikal yahan se madarchod.,1
23439,"Madarchod, apni aukaat me reh.",1
23440,Tu sala harami hai.,1
23441,Gandu kahi ka.,1
23442,Tu ek number ka ullu ka pattha hai.,1
23443,"Saale, tujhme tameez nahi hai.",1
23444,"Saale, tujhme tameez nahi hai.",1
23445,Tere jaise log sirf gaali ke layak hain.,1
23446,Teri aukaat kya hai chutiye?,1
23447,Tu to ekdum nalayak hai bhenchod.,1
23448,Tu sala harami hai.,1
23449,Nikal yahan se madarchod.,1
23450,Behenchod dimag mat kharab kar.,1
23451,Kutte ki tarah bhauk mat.,1
23452,Teri maa ka bhosda.,1
23453,"Haramkhor, tu sudhar jaa.",1
23454,Tu to ekdum nalayak hai bhenchod.,1
23455,Kutte ki tarah bhauk mat.,1
23456,"Saale, tujhme tameez nahi hai.",1
23457,Behenchod dimag mat kharab kar.,1
23458,Gandu kahi ka.,1
23459,Tu sala harami hai.,1
23460,Teri behen ki chut mein dard hai kya?,1
23461,Kutte ki tarah bhauk mat.,1
23462,Bas kar bhosdiwale.,1
23463,Tere jaise log sirf gaali ke layak hain.,1
23464,Tere jaisa chutiya maine nahi dekha.,1
23465,Teri behen ki chut mein dard hai kya?,1
23466,Tujhe gaali bhi dena bekaar hai.,1
23467,Behenchod dimag mat kharab kar.,1
23468,"Madarchod, apni aukaat me reh.",1
23469,Nikal yahan se madarchod.,1
23470,Tu sala harami hai.,1
23471,Tere jaisa chutiya maine nahi dekha.,1
23472,"Madarchod, apni aukaat me reh.",1
23473,"Madarchod, apni aukaat me reh.",1
23474,Teri aukaat kya hai chutiye?,1
23475,Teri maa ka bhosda.,1
23476,Gandu kahi ka.,1
23477,Teri maa ka bhosda.,1
23478,Kamina sala har waqt tang karta hai.,1
23479,Teri aukaat kya hai chutiye?,1
23480,"Haramkhor, tu sudhar jaa.",1
23481,"Saale, tujhme tameez nahi hai.",1
23482,Tere jaise kutte se baat nahi karte.,1
23483,Tere jaisa chutiya maine nahi dekha.,1
23484,Nikal yahan se madarchod.,1
23485,Teri aukaat kya hai chutiye?,1
23486,Gandu kahi ka.,1
23487,Kamina sala har waqt tang karta hai.,1
23488,"Haramkhor, tu sudhar jaa.",1
23489,Gandu kahi ka.,1
23490,Bhosdiwale chup ho ja.,1
23491,Tujhe gaali bhi dena bekaar hai.,1
23492,Teri maa ka bhosda.,1
23493,"Saale, tujhme tameez nahi hai.",1
23494,"Saale, tujhme tameez nahi hai.",1
23495,Gandu kahi ka.,1
23496,Teri aukaat kya hai chutiye?,1
23497,"Saale, tujhme tameez nahi hai.",1
23498,Bhosdiwale chup ho ja.,1
23499,Tere jaise log sirf gaali ke layak hain.,1
23500,Tu to ekdum nalayak hai bhenchod.,1
23501,Tujhe gaali bhi dena bekaar hai.,1
23502,Tu ek number ka ullu ka pattha hai.,1
23503,Tu ek number ka ullu ka pattha hai.,1
23504,Tujhe gaali bhi dena bekaar hai.,1
23505,Bas kar bhosdiwale.,1
23506,Kamina sala har waqt tang karta hai.,1
23507,Kamina sala har waqt tang karta hai.,1
23508,Behenchod dimag mat kharab kar.,1
23509,Tu ek number ka ullu ka pattha hai.,1
23510,Tu sala harami hai.,1
23511,Tu sala harami hai.,1
23512,"Madarchod, apni aukaat me reh.",1
23513,Teri aukaat kya hai chutiye?,1
23514,Tujhe gaali bhi dena bekaar hai.,1
23515,Tu sala harami hai.,1
23516,Gandu kahi ka.,1
23517,Gandu kahi ka.,1
23518,Teri maa ka bhosda.,1
23519,Tere jaise kutte se baat nahi karte.,1
23520,Tere jaisa chutiya maine nahi dekha.,1
23521,Gandu kahi ka.,1
23522,"Haramkhor, tu sudhar jaa.",1
23523,Kutte ki tarah bhauk mat.,1
23524,Tu ek number ka ullu ka pattha hai.,1
23525,Bhosdiwale chup ho ja.,1
23526,Tere jaisa chutiya maine nahi dekha.,1
23527,Tere jaisa chutiya maine nahi dekha.,1
23528,Kamina sala har waqt tang karta hai.,1
23529,"Haramkhor, tu sudhar jaa.",1
23530,Bhosdiwale chup ho ja.,1
23531,Teri aukaat kya hai chutiye?,1
23532,Tere jaisa chutiya maine nahi dekha.,1
23533,Behenchod dimag mat kharab kar.,1
23534,Kamina sala har waqt tang karta hai.,1
23535,Kutte ki tarah bhauk mat.,1
23536,Teri aukaat kya hai chutiye?,1
23537,Bhosdiwale chup ho ja.,1
23538,Tere jaise kutte se baat nahi karte.,1
23539,"Madarchod, apni aukaat me reh.",1
23540,"Madarchod, apni aukaat me reh.",1
23541,Teri aukaat kya hai chutiye?,1
23542,Teri maa ka bhosda.,1
23543,"Madarchod, apni aukaat me reh.",1
23544,Nikal yahan se madarchod.,1
23545,"Saale, tujhme tameez nahi hai.",1
23546,"Haramkhor, tu sudhar jaa.",1
23547,Kamina sala har waqt tang karta hai.,1
23548,Tu to ekdum nalayak hai bhenchod.,1
23549,Tu sala harami hai.,1
23550,Tu ek number ka ullu ka pattha hai.,1
23551,Tere jaise kutte se baat nahi karte.,1
23552,Kutte ki tarah bhauk mat.,1
23553,Tere jaisa chutiya maine nahi dekha.,1
23554,Kutte ki tarah bhauk mat.,1
23555,Teri behen ki chut mein dard hai kya?,1
23556,Tujhe gaali bhi dena bekaar hai.,1
23557,Tere jaisa chutiya maine nahi dekha.,1
23558,"Madarchod, apni aukaat me reh.",1
23559,Teri maa ka bhosda.,1
23560,Tujhe gaali bhi dena bekaar hai.,1
23561,Bas kar bhosdiwale.,1
23562,"Haramkhor, tu sudhar jaa.",1
23563,Kamina sala har waqt tang karta hai.,1
23564,Bas kar bhosdiwale.,1
23565,Tere jaise kutte se baat nahi karte.,1
23566,Tere jaisa chutiya maine nahi dekha.,1
23567,Tere jaise kutte se baat nahi karte.,1
23568,Teri behen ki chut mein dard hai kya?,1
23569,Kamina sala har waqt tang karta hai.,1
23570,"Haramkhor, tu sudhar jaa.",1
23571,Tujhe gaali bhi dena bekaar hai.,1
23572,Gandu kahi ka.,1
23573,"Saale, tujhme tameez nahi hai.",1
23574,"Saale, tujhme tameez nahi hai.",1
23575,Gandu kahi ka.,1
23576,Tere jaise kutte se baat nahi karte.,1
23577,Gandu kahi ka.,1
23578,Tu ek number ka ullu ka pattha hai.,1
23579,Teri behen ki chut mein dard hai kya?,1
23580,Behenchod dimag mat kharab kar.,1
23581,Teri maa ka bhosda.,1
23582,Gandu kahi ka.,1
23583,Teri maa ka bhosda.,1
23584,Nikal yahan se madarchod.,1
23585,Teri aukaat kya hai chutiye?,1
23586,Kamina sala har waqt tang karta hai.,1
23587,Teri behen ki chut mein dard hai kya?,1
23588,"Haramkhor, tu sudhar jaa.",1
23589,Gandu kahi ka.,1
23590,Gandu kahi ka.,1
23591,Behenchod dimag mat kharab kar.,1
23592,Teri behen ki chut mein dard hai kya?,1
23593,"Haramkhor, tu sudhar jaa.",1
23594,"Madarchod, apni aukaat me reh.",1
23595,Tere jaise kutte se baat nahi karte.,1
23596,Bas kar bhosdiwale.,1
23597,Bas kar bhosdiwale.,1
23598,Tere jaisa chutiya maine nahi dekha.,1
23599,Bas kar bhosdiwale.,1
23600,Behenchod dimag mat kharab kar.,1
23601,Tere jaisa chutiya maine nahi dekha.,1
23602,Tere jaise log sirf gaali ke layak hain.,1
23603,Kamina sala har waqt tang karta hai.,1
23604,"Saale, tujhme tameez nahi hai.",1
23605,Bhosdiwale chup ho ja.,1
23606,Kutte ki tarah bhauk mat.,1
23607,Behenchod dimag mat kharab kar.,1
23608,Tujhe gaali bhi dena bekaar hai.,1
23609,Tu to ekdum nalayak hai bhenchod.,1
23610,Gandu kahi ka.,1
23611,Behenchod dimag mat kharab kar.,1
23612,"Saale, tujhme tameez nahi hai.",1
23613,Behenchod dimag mat kharab kar.,1
23614,Tu ek number ka ullu ka pattha hai.,1
23615,Tu to ekdum nalayak hai bhenchod.,1
23616,"Haramkhor, tu sudhar jaa.",1
23617,Kamina sala har waqt tang karta hai.,1
23618,Tere jaisa chutiya maine nahi dekha.,1
23619,Bas kar bhosdiwale.,1
23620,Kamina sala har waqt tang karta hai.,1
23621,Tu ek number ka ullu ka pattha hai.,1
23622,Tere jaise kutte se baat nahi karte.,1
23623,Kutte ki tarah bhauk mat.,1
23624,Tere jaise kutte se baat nahi karte.,1
23625,Kamina sala har waqt tang karta hai.,1
23626,Gandu kahi ka.,1
23627,Tere jaise kutte se baat nahi karte.,1
23628,Teri behen ki chut mein dard hai kya?,1
23629,Bas kar bhosdiwale.,1
23630,Tere jaisa chutiya maine nahi dekha.,1
23631,Tere jaise kutte se baat nahi karte.,1
23632,Behenchod dimag mat kharab kar.,1
23633,Teri maa ka bhosda.,1
23634,Teri maa ka bhosda.,1
23635,"Madarchod, apni aukaat me reh.",1
23636,Teri maa ka bhosda.,1
23637,Tere jaise kutte se baat nahi karte.,1
23638,Bhosdiwale chup ho ja.,1
23639,Kamina sala har waqt tang karta hai.,1
23640,Teri maa ka bhosda.,1
23641,Behenchod dimag mat kharab kar.,1
23642,"Haramkhor, tu sudhar jaa.",1
23643,Teri behen ki chut mein dard hai kya?,1
23644,Behenchod dimag mat kharab kar.,1
23645,Tu to ekdum nalayak hai bhenchod.,1
23646,Tu to ekdum nalayak hai bhenchod.,1
23647,Tu sala harami hai.,1
23648,Tujhe gaali bhi dena bekaar hai.,1
23649,Tu ek number ka ullu ka pattha hai.,1
23650,Tere jaise log sirf gaali ke layak hain.,1
23651,Tere jaisa chutiya maine nahi dekha.,1
23652,"Saale, tujhme tameez nahi hai.",1
23653,Tu to ekdum nalayak hai bhenchod.,1
23654,Tere jaisa chutiya maine nahi dekha.,1
23655,Gandu kahi ka.,1
23656,Nikal yahan se madarchod.,1
23657,Nikal yahan se madarchod.,1
23658,Kamina sala har waqt tang karta hai.,1
23659,"Saale, tujhme tameez nahi hai.",1
23660,Behenchod dimag mat kharab kar.,1
23661,"Saale, tujhme tameez nahi hai.",1
23662,Kamina sala har waqt tang karta hai.,1
23663,"Haramkhor, tu sudhar jaa.",1
23664,Bhosdiwale chup ho ja.,1
23665,Tu sala harami hai.,1
23666,Behenchod dimag mat kharab kar.,1
23667,Kutte ki tarah bhauk mat.,1
23668,"Madarchod, apni aukaat me reh.",1
23669,Behenchod dimag mat kharab kar.,1
23670,Tere jaise log sirf gaali ke layak hain.,1
23671,Tujhe gaali bhi dena bekaar hai.,1
23672,Teri aukaat kya hai chutiye?,1
23673,Teri aukaat kya hai chutiye?,1
23674,Teri behen ki chut mein dard hai kya?,1
23675,Tere jaise kutte se baat nahi karte.,1
23676,Tu ek number ka ullu ka pattha hai.,1
23677,Bhosdiwale chup ho ja.,1
23678,Kutte ki tarah bhauk mat.,1
23679,Tu ek number ka ullu ka pattha hai.,1
23680,Nikal yahan se madarchod.,1
23681,"Saale, tujhme tameez nahi hai.",1
23682,Bhosdiwale chup ho ja.,1
23683,Tujhe gaali bhi dena bekaar hai.,1
23684,Kamina sala har waqt tang karta hai.,1
23685,Gandu kahi ka.,1
23686,Bas kar bhosdiwale.,1
23687,Teri maa ka bhosda.,1
23688,Teri maa ka bhosda.,1
23689,Tere jaise log sirf gaali ke layak hain.,1
23690,Tere jaise kutte se baat nahi karte.,1
23691,Tere jaise kutte se baat nahi karte.,1
23692,"Madarchod, apni aukaat me reh.",1
23693,Tu ek number ka ullu ka pattha hai.,1
23694,Tu sala harami hai.,1
23695,Tu to ekdum nalayak hai bhenchod.,1
23696,Tu to ekdum nalayak hai bhenchod.,1
23697,Bhosdiwale chup ho ja.,1
23698,Tu to ekdum nalayak hai bhenchod.,1
23699,Teri maa ka bhosda.,1
23700,Kamina sala har waqt tang karta hai.,1
23701,Teri behen ki chut mein dard hai kya?,1
23702,Bas kar bhosdiwale.,1
23703,Gandu kahi ka.,1
23704,Tu to ekdum nalayak hai bhenchod.,1
23705,Kamina sala har waqt tang karta hai.,1
23706,Tere jaise log sirf gaali ke layak hain.,1
23707,Behenchod dimag mat kharab kar.,1
23708,Tere jaisa chutiya maine nahi dekha.,1
23709,Tere jaisa chutiya maine nahi dekha.,1
23710,Tere jaisa chutiya maine nahi dekha.,1
23711,Bhosdiwale chup ho ja.,1
23712,Teri maa ka bhosda.,1
23713,Nikal yahan se madarchod.,1
23714,Behenchod dimag mat kharab kar.,1
23715,Kamina sala har waqt tang karta hai.,1
23716,Tere jaisa chutiya maine nahi dekha.,1
23717,Tujhe gaali bhi dena bekaar hai.,1
23718,"Madarchod, apni aukaat me reh.",1
23719,Bhosdiwale chup ho ja.,1
23720,Bhosdiwale chup ho ja.,1
23721,Teri maa ka bhosda.,1
23722,Kamina sala har waqt tang karta hai.,1
23723,Kamina sala har waqt tang karta hai.,1
23724,Behenchod dimag mat kharab kar.,1
23725,Gandu kahi ka.,1
23726,Kamina sala har waqt tang karta hai.,1
23727,Tu sala harami hai.,1
23728,Tu to ekdum nalayak hai bhenchod.,1
23729,"Saale, tujhme tameez nahi hai.",1
23730,Nikal yahan se madarchod.,1
23731,Teri aukaat kya hai chutiye?,1
23732,Kamina sala har waqt tang karta hai.,1
23733,Bhosdiwale chup ho ja.,1
23734,Kamina sala har waqt tang karta hai.,1
23735,Tu sala harami hai.,1
23736,Bas kar bhosdiwale.,1
23737,Nikal yahan se madarchod.,1
23738,"Haramkhor, tu sudhar jaa.",1
23739,"Haramkhor, tu sudhar jaa.",1
23740,"Haramkhor, tu sudhar jaa.",1
23741,Tere jaise log sirf gaali ke layak hain.,1
23742,Kamina sala har waqt tang karta hai.,1
23743,Gandu kahi ka.,1
23744,Nikal yahan se madarchod.,1
23745,Tu to ekdum nalayak hai bhenchod.,1
23746,Gandu kahi ka.,1
23747,Behenchod dimag mat kharab kar.,1
23748,Tere jaise log sirf gaali ke layak hain.,1
23749,Teri maa ka bhosda.,1
23750,Teri aukaat kya hai chutiye?,1
23751,Tujhe gaali bhi dena bekaar hai.,1
23752,Behenchod dimag mat kharab kar.,1
23753,Bhosdiwale chup ho ja.,1
